title,company,location,posted,description,applicants,work_mode,link,data_coleta
Data Scientist [All Levels],Nubank,"São Paulo, São Paulo, Brazil",2 weeks ago,"About UsNu was born in 2013 with the mission to fight complexity to empower people in their daily lives by reinventing financial services. We are one of the world’s largest digital banking platforms, serving millions of customers across Brazil, Mexico, and Colombia. For more information, visit our institutional page https://international.nubank.com.br/careers/Data Science at NubankData Science is essential to every part of the business at Nubank, since Day 1. Most areas of the company use data science to some extent. Data Scientists are responsible for translating business needs into models and other types of data-driven solutions.As a Data Scientist, you’re expected toInteract with other team members to understand how to best apply data science and artificial intelligence to Nubank’s problems;Investigate problems and discover insights through exploratory data analysis and other quantitative methods;Have great numerical and analytical literacy, including knowledge of statistics and linear algebra as needed;Work on multiple stages of the ML model lifecycle–from ideation to training and steady-state operation;Work across multiple types of models, algorithms and learning paradigms;Communicate technical points, decisions and tradeoffs to peers and stakeholders;Our ideal candidateHas experience working with ML models in a production environment;Understands possible pitfalls and tradeoffs when applying ML to real-word, sometimes messy problems;Is familiar with the technical aspects of learning theory and algorithms and is able to discuss details if needed;Has experience working with the Python scientific stack (Numpy, Pandas, Scipy, Sklearn, Boosted Tree Libraries, etc);Has experience working with Tensor/Deep Learning libraries such as Tensorflow and Pytorch;Is able to connect analytical outcomes to business priorities and advise stakeholders on the best course of action;Has good communication skills and is able to convey technical topics and decision points to diverse audiences;Has experience writing general-purpose code using modern tools;Understands the implications of causality when applying ML to problems;Is up-to-date with recent developments in the area as a whole and is able to identify opportunities for improvement and innovation;Our BenefitsChance of earning equity at NubankFood/ Meal Card (Vale-Refeição and/or Vale Alimentação)Public Transportation Commuting Benefit (Vale-Transporte)NuCare – Psychological, Financial and Legal Assistance ProgramLife InsuranceMedical PlanDental PlanNuLanguage – Language Course ProgramNucleo - Our learning platform of coursesExtended Parental LeaveDaycare AllowanceParental ConsultancyWork-from-home AllowanceGym Partnerships30 days of paid vacationWork Model for this RoleHybrid 2-3 times/week:Our hybrid work model brings us to the office at least twice a week, on strategic days designed to maximize team connection and collaboration. For more details, visit https://building.nubank.com/nu-hybrid-work-model/Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4364197061,2026-03-03
Data Scientist I,Banco Bradesco,"Osasco, São Paulo, Brazil",4 hours ago,"Sobre o BradescoO Bradesco é um dos maiores grupos financeiros do Brasil, com uma história marcada pelo pioneirismo e inovação. Por meio da nossa carteira amplamente diversificada de produtos financeiros, serviços bancários e de seguros contribuímos com a realização das pessoas e o crescimento sustentável de empresas e sociedade. Venha fazer parte do nosso ecossistema financeiro e impactar a experiência de milhões de pessoas!No Bradesco valorizamos a diversidade em todas as suas formas. Por isso, as nossas vagas são abertas a todas as pessoas, independentemente de gênero, raça, orientação sexual, deficiência, idade ou qualquer outra característica.Saiba mais em https://banco.bradesco/html/classic/sobre/index.shtmResponsabilidades e atribuiçõesO que é o nosso time de Cobrança e Recuperação de Créditos (DRC)?Temos como missão garantir a aplicação da Política de Cobrança e Recuperação de Créditos, estabelecendo um processo estruturado para cobrança dos vencidos, gestão de alçadas, regras e limites de descontos nas regularizações de dívidas, atribuição de responsabilidade e de delegação de autoridade, segregando funções e assegurando a existência de controles efetivos que permitam o cumprimento das diretrizes da Organização.Modelo de trabalho : Híbrido - 2x PresencialUnidade: Osasco/SPComo será seu dia a dia?Sendo Data Scientist I - Precificação e Cobrança, atuará na gerência Varejo PJ - Estratégia de Precificação e suas principais atividades serão:Identificar dados de fontes primárias ou secundárias necessários para a análise de oportunidades em redução de inadimplência;Determinar os dados necessários para coleta e inclusão no BI, encontrando as melhores formas de organizar e armazenar as informações de renegociações;Atuar na análise das curvas de inadimplência, reunindo informações pertinentes, organizando-as de forma lógica e funcional;Analisar e identificar oportunidades nas réguas de cobrança do PJ, políticas de renegociação e comissão para terceiros;Gerar e analisar resultados usando técnicas estatísticas e fornecendo relatórios de progresso, seja de impactos regulatórios ou ainda de análise de desempenho (qualidade e produtividade;Identificar, analisar e interpretar os dados de forma a extrair padrões e tendências, torná-los visíveis e compreensíveis, apontar caminhos e soluções para eventuais problemas, entre outros.Requisitos e QualificaçõesO que você precisa ter ou saber?Superior Completo em áreas de exatas, tecnologia ou similares;Conhecimentos em SAS, SQL e Python;Conhecimentos em Databricks;Conhecimentos intermediários nas ferramentas de BI (Tableau, Looker, PowerBI).Será um diferencial se você tiver:Conhecer clusterização e estratégia de Preço / Cobrança.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4380169346,2026-03-03
Cientista de Dados I,Claro Brasil,"São Paulo, São Paulo, Brazil",14 hours ago,"Responsabilidades e atribuiçõesO que te espera no dia a dia:Desenvolver, treinar e evoluir modelos de Machine Learning e Deep Learning, aplicados a problemas reais de negócio;Analisar, preparar e transformar grandes volumes de dados em escala, garantindo qualidade, consistência e usabilidade analítica;Definir e direcionar abordagens práticas de Ciência de Dados e Inteligência Artificial, conectando técnica e impacto no negócio;Implantar, monitorar e otimizar modelos em produção, atuando com práticas de MLOps para garantir performance, estabilidade e governança;Avaliar continuamente a aderência das soluções aos objetivos de negócio, experiência do usuário e requisitos de usabilidade;Atuar de forma colaborativa com tradutores de dados, cientistas de dados distribuídos e times de tecnologia, garantindo alinhamento e escala das soluções;Requisitos e qualificaçõesBuscamos alguém que:Pensa e age a partir das perspectivas dos clientes. Demonstra interesse e curiosidade de conhecer os clientes, seus comportamentos e preferências para atender e superar suas expectativas;Demonstra compromisso permanente em aprender, ensinar e desenvolver, contribuindo para um ambiente descontraído, respeitoso e colaborativo, incentivando a diversidade;É flexível para se desprender de paradigmas e modelos mentais existentes. Busca soluções inovadoras e sustentáveis, para criar vantagens competitivas para o negócio, equilibrando os interesses econômicos, ambientais e sociais.Para fazer parte do nosso time, é essencial:Residir em São Paulo;Graduação em Engenharia, Estatística, Matemática, Sistemas da Informação e Ciência da Computação e/ou áreas correlatas;Experiência em Ciência de Dados, modelagem estatística e analítica avançada;Domínio de Python e bibliotecas do ecossistema (Pandas, NumPy, scikit-learn e correlatas);Experiência com grandes volumes de dados e modelagem preditiva;É diferencial:Conhecimento em Cloud (OCI, AWS ou Azure);Domínio de SQL, versionamento com Git e uso de containers;Familiaridade com LangChain, Graph-based frameworks e aplicações de IA generativa;Experiência na preparação e integração de grandes volumes de dados utilizando SQL, Spark, Databricks;Informações adicionaisNaClaro, pessoas é um dos nossos valores.Com este pensamento, investimos sempre no cuidado com a saúde, bem-estar e qualidade de vida dos nossos colaboradores! Para que você tenha a melhor experiência em sua jornada com a gente, oferecemos um atraente pacote de benefícios. Veja só:Jornada Flexível;Vale-Refeição e Alimentação;Assistência Médica e Odontológica;Auxílio para patologias graves;Auxílio ao dependente com deficiência;Benefício Farmácia;Auxílio Creche/Babá;Programa de Apoio Pessoal;Claro Running;Previdência Privada;Seguro de Vida;Combo Colaborador;Wellhub (Gympass)Meu Pet ClubConvênios e Parcerias;Programa de Reconhecimento por tempo de casa;E muito mais!Na nossa empresa, valorizamos um ambiente inclusivo, diverso, ético, colaborativo e harmônico. Não fazemos distinção de gênero, raça, cor, orientação sexual, posição social ou deficiências. Todos e todas são bem-vindos(as)!Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4379968431,2026-03-03
Cientista de Dados Pleno,Itaú Unibanco,"São Paulo, São Paulo, Brazil",22 hours ago,"Vem ser Ituber & vem fazer ItaúO Itaú é a marca mais valiosa do Brasil, a melhor empresa para trabalhar segundo o Great Place to Work e o maior banco da América Latina. Nós impactamos diariamente mais de 98 milhões de clientes em 18 países.Somos feitos de pessoas e acreditamos que ter um time com pluralidade de origens, culturas, crenças, experiências, raças, deficiências, gêneros, orientações afetivo-sexuais e gerações ampliam as perspectivas e contribuem para um clima de respeito e valorização das diferenças.Na IGA, você estará em um ambiente dinâmico, contribuindo para a construção da rentabilidade não apenas do Itaú, mas também de clientes que passaram a contratar a IGA para apoiar seus projetos.A gerência atua em dois pilares principais:Dados: Desenvolvimento de soluções baseadas em Machine Learning (ML) e Generative AI (GenAI) para resolver dores ou desbloquear potenciais de áreas e produtos.Sourcing: Mapeamento de oportunidades e projetos voltados à redução de despesas por meio de dados, com foco em otimizações e ML.O ambiente é repleto de desafios e oportunidades, com dados como pilar fundamental para impulsionar o futuro da IGA.Estamos buscando uma pessoa para a posição deCientista de Dados Pleno, que queira se desenvolver e aprender, compartilhar, colaborar e inovar, entregando valor para todos os nossos clientes.Internamente, o profissional terá uma atuação transversal na IGA, podendo participar de projetos em diferentes frentes:Ativos: Modelos para avaliação de imóveis (vendas diretas e de imóveis retomados), além de precificação de veículos pesados e leves.Comercial: Modelos de propensão, identificação de potenciais e construção de pitches com LLMs.Produtos Digitais: Iniciativas como o Nosso Mercado IGA (modelos de recomendação, buscadores semânticos e growth), Inotas (GenAI estruturante) e soluções para viagens.Produtos: Projetos de Sourcing (redução de despesas por meio de compras) e Gráfica (modelagem de personas).Além disso, você irá:Atuar através dos dados para mapeamento e melhoria de processosIrá participar do discovery técnico e de negócio para aprimorar produtos digitaisConstruirá agentes de Machine Learning e GenAINo que você precisa mandar bem?Experiência prática com PythonConhecimento de consultas de banco de dados com SQLVivência com serviços de big data da AWS (Athena, Sagemaker, Glue)Familiaridadedesejávelcom IA Generativa (GenAI)Conhecimento em tipos de modelagem de dados (clusterização, regressão, categorização, etc)Ao se tornar um ituber você tem_Vale-TransporteVale-Refeição (Restaurantes) / Vale-Alimentação (Supermercados)Plano médico (Fundação Saúde ItaúouCentral Nacional Unimed)Plano odontológico (OdontoprevouInterodonto)Seguro de VidaPLR – Participação nos Lucros e Resultados (Mediante resultados do banco)Previdência privadaDescontos exclusivos em nossos produtos financeirosLicença maternidade e paternidade estendidaAuxílio Creche / Babá (para papais e mamães)Incentivo a estudosWellhub ou TotalPassAcesso aos Clubes de Lazer Itaú (Guarapiranga / Itanhaém e São Sebastião)+ Algumas vantagens que você pode conhecer durante o processo 😊Conheça mais sobre nossa cultura: https://www.itau.com.br/relacoes-com-investidores/noticias/cultura-itubers-e-nosso-novo-conjunto-de-valores/*Estimulamos candidaturas de pessoas com deficiência em todas as nossas posições, sendo assim, sinta-se à vontade para se candidatar em vagas sinalizadas como exclusivas ou não para pessoas com deficiência. Somos comprometidos com a inclusão e valorizamos a diversidade.#VemProItaú #VemSerItuberShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4377760456,2026-03-03
Data Science - Analytics & Machine Learning,Mercado Livre Brasil,Greater São Paulo Area,17 hours ago,"ComoData Engineer - Analytics & Machine Learningno Mercado Livre, você projetará e escalará sistemas inovadores e seguros que resolvem problemas reais e de alto impacto. Trabalhará em um ambiente dinâmico com tecnologia de ponta, aplicando boas práticas de engenharia, modelos próprios de IA e aprendizado contínuo, com o propósito de democratizar o comércio eletrônico e os serviços financeiros na América Latina.Imagine-se empreendendo projetos desafiadores, dinâmicos e inovadores esendo responsável por:Realizar análises exploratórias e gerar insights acionáveis para suporte à tomada de decisão.Desenvolver, validar e implementar modelos estatísticos e de Machine Learning.Preparar e estruturar dados, realizar tratamento, transformação e feature engineering.Definir, acompanhar e analisar métricas e KPIs de performance.Apoiar o desenho e a análise de experimentos, incluindo testes A/B.Documentar processos, garantir boas práticas de versionamento e monitoramento e colaborar com times multidisciplinares (Dados, Engenharia, Produto e Negócio).O que buscamos em você?Dominar Python e possuir sólidos conhecimentos em SQL.Possuir experiência com bibliotecas de Machine Learning (scikit-learn, XGBoost, TensorFlow ou similares) e aplicar estatística e modelagem preditiva.Utilizar Git e atuar em ambientes em nuvem, possuir conhecimento em MLOps e deploy de modelos como diferencial.Demonstrar experiência com modelos de linguagem (LLMs), aplicar técnicas de prompt engineering, utilizar APIs de IA generativa e compreender conceitos de IA Agêntica, incluindo orquestração de agentes e automação baseada em LLMs.Você se anima a deixar sua marca na tecnologia da América Latina?Candidate-se e junte-se ao nosso propósito!Modalidade de trabalho híbrida. Escritório Melicidade (São Paulo).Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4378108155,2026-03-03
Desenvolvedor Front-end Junior,Whirlpool Corporation,"São Paulo, São Paulo, Brazil",14 hours ago,"ID da Requisição:70287Sobre a Whirlpool CorporationWhirlpool Corporation (NYSE: WHR) Ser a melhor empresa de eletrodomésticos, melhorando continuamente a vida em casa. Como a única grande fabricante de eletrodomésticos para cozinha e lavanderia dos EUA, a empresa está impulsionando inovações significativas para atender às crescentes necessidades dos consumidores, por meio do portfólio de marcas icônicas, incluindoWhirlpool,KitchenAid,JennAir, Maytag,Amana,Brastemp,ConsuleInSinkErator. Em 2024, a empresa registrou aproximadamente US$17 bilhões em vendas anuais – quase 90% delas nas Américas – 44.000 colaboradores e 40 centros de pesquisa de tecnologia e manufatura. Informações adicionais sobre a empresa podem ser encontradas em WhirlpoolCorp.com.Resumo desta funçãoResponsável por desenvolver e manter a interface de usuário de alta qualidade para as plataformas VTEX, garantindo a melhor experiência para o usuário e seguindo as melhores práticas de desenvolvimento front-end. Irá colaborar com outros desenvolvedores, designers e stakeholders para entregar soluções eficientes e inovadorasSuas responsabilidades incluirãoO Desenvolvedor Front-end Pleno atuará no desenvolvimento e manutenção de interfaces de usuário e suas responsabilidades incluem:Desenvolvimento de interfaces: Criar e manter interfaces de usuário responsivas e acessíveis, utilizando HTML, CSS e JavaScript, além de frameworks como React.Implementação de funcionalidades: Implementar novas funcionalidades e componentes na plataforma VTEX, garantindo sua correta integração e funcionamento.Otimização de performance: Otimizar o desempenho das aplicações front-end, visando a melhor experiência do usuário em diferentes dispositivos e navegadores.Testes e qualidade: Escrever testes unitários e de integração para garantir a qualidade do código e a entrega de um produto estável.Colaboração: Trabalhar em colaboração com outros desenvolvedores, designers e stakeholders para definir requisitos, discutir soluções e entregar projetos de alta qualidade.Mentoria: Compartilhar conhecimento e experiência com outros membros da equipe, oferecendo suporte técnico e orientação.Aprendizado contínuo: Manter-se atualizado com as últimas tendências e tecnologias do mercado front-end e da plataforma VTEX.Requisitos mínimosExperiência com desenvolvimento front-end, incluindo HTML, CSS e JavaScript.Conhecimento da plataforma VTEX e suas funcionalidades (Blocos Nativos, custom apps, Tachyons etc).Experiência com frameworks JavaScript, como React.Familiaridade com ferramentas de versionamento de código, como Git.Capacidade de trabalhar em equipe e comunicar-se de forma eficaz.Graduação completa, preferencialmente em tecnologia.Habilidades e experiências desejáveisExperiência comercial comprovada com e-commerce VTEX.Certificação VTEX é um diferencial.Experiência com integração de sistemas e soluções de e-commerce.Familiaridade com metodologias ágeis.Conhecimento de ferramentas de análise de dados.Capacidade de priorizar tarefas e cumprir prazos.Boas habilidades organizacionais.Espírito de equipe e boa capacidade de comunicação.Cases relevantes e experiência com Black Friday são diferenciais.Pensamento analítico e senso crítico para tomada de decisões.O que oferecemos1 dia de home office por semana;Horário flexível;“No dress code”;Gympass;Vale-transporte, ônibus ou estacionamento gratuito na empresa;Vale-refeição;Refeição no local;Benefícios como consignado ou empréstimo social, plano de saúde, plano odontológico, seguro de vida e plano de previdência privada compatível com o mercado;Programa de Apoio ao Funcionário, com atendimento 24 horas por dia por assistentes jurídicos, sociais, financeiros, sociais e psicólogos;Auxílio creche ou berçário na empresa;Serviços disponíveis no local: salão de beleza e estética, agência bancária interna, lavanderia, cafeteria, restaurante e sala de amamentação;Duas semanas de trabalho remoto de qualquer lugar;Após 5 anos na empresa, os funcionários elegíveis podem tirar quatro semanas de licença remunerada;Desconto em produtos por meio do Compra Certa.Desconto em seguros (animal de estimação, automóvel, residencial, bicicleta, viagem e outros)Licença maternidade/paternidade estendidaConecte-se conosco e saiba mais sobre a Whirlpool CorporationVeja como é trabalhar na Whirlpool visitando o site Whirlpool Careers. Informações adicionais sobre a empresa podem ser encontradas no Facebook, Twitter, LinkedIn, Instagram e YouTube.A Whirlpool Corporation está comprometida com oportunidades iguais de emprego e proíbe qualquer discriminação com base em raça ou etnia, religião, sexo, gravidez, expressão ou identidade de gênero, orientação sexual, idade, deficência física ou intelectual ou qualquer outra condição protegida por lei.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4376401226,2026-03-03
Criador de Agentes de IA,KPMG Brazil,"São Paulo, São Paulo, Brazil",2 months ago,"Inclusão e respeito à diversidade e equidade fazem parte do DNA da KPMG.Aqui valorizamos todas as pessoas, encorajando e empoderando os nossos profissionais para que se sintam parte das nossas conquistas.Independente da sua idade, gênero, raça, cor, credo, orientação, sexual, etnia, origem nacional ou deficiência, te convidamos a fazer a diferença. Venha fazer parte do time KPMG!️‍ ️‍⚧️ ♿ ✊✝️Inspire Confidence. Empower Change.Aqui na KPMG:Fazemos o que é certo #IntegrityAprendemos e nos aprimoramos #ExcellencePensamos e agimos de maneira arrojada #CourageRespeitamos uns aos outros e nos e nos fortalecemos com nossas diferenças #TogetherFazemos o que realmente importa #For BetterResponsabilidades e atribuições:Caso seja aprovado(a), você terá a oportunidade de:Desenvolver agentes inteligentes com Copilot Studio.Integrar soluções utilizando Power Apps e Power Automate.Estudar e acompanhar atualizações das ferramentas de IA.Colaborar em projetos voltados para automação e inovação.Trabalhar em equipe para entrega de soluções eficientes.Requisitos e qualificações:O que procuramos em você?Cursando graduação na área de Tecnologia da Informação ou correlatas.Dedicação em ferramentas de IA e desenvolvimento de agentes.Experiência: Projetos pessoais ou cursos voltados para IA (diferencial).Competências: Comunicação, trabalho em grupo, proatividade e busca contínua por conhecimento.Ferramentas e TecnologiasCopilot Studio Microsoft Power Platform (Power Apps, Power Automate)Certificações Microsoft (diferencial)Quais as vantagens de ser KPMG?Aqui atuamos com as mais novas tecnologias;Nossos profissionais são referência no mercado;Somos uma das maiores empresas de prestação de serviço do mundo;Quais benefícios oferecemos?Vale RefeiçãoVale AlimentaçãoAssistência MédicaAssistência OdontológicaVale TransporteBenefício Bem-estar (Academia)Convênio FarmáciaSeguro de VidaKPMG PrevAuxílio CrecheIncentivo a GraduaçãoIncentivo à IdiomasSubsídio de Órgão de ClasseBrinde CasamentoBrinde NascimentoLicença Maternidade estendidaJornada de Trabalho FlexívelMeu Tempo: até 6 dias inteiros por ano — ou 12 meios períodos — para você fazer uma pausa, cuidar de si e usar como quiser, quando precisar.PPLShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4362154583,2026-03-03
Cientista de Dados Junior/Pleno,EY,"São Paulo, São Paulo, Brazil",2 weeks ago,"Na EY, estamos comprometidos em moldar seu futuro com confiança.Nós ajudaremos você a ter sucesso em um ambiente globalmente conectado, repleto de equipes diversas, e a levar sua carreira para onde você desejar.Venha para EY e ajude-nos a construir um mundo de negócios melhor.Oportunidade disponível em modelo presencial (com flexibilidade) nos escritórios da EY em São Paulo e Rio de Janeiro.Você assumirá as seguintes responsabilidades:Foco em aprendizado e desenvolvimento de habilidades em ciência de dados.Auxiliar na coleta, limpeza e preparação de dados para análise.Realizar análises exploratórias de dados sob supervisão, identificando padrões e tendências iniciais.Apoiar na construção de visualizações de dados simples para relatórios e apresentações.Colaborar com membros da equipe em projetos de ciência de dados, aprendendo as melhores práticas e metodologias.Participar de reuniões de equipe e contribuir com ideias e feedback. Documentar processos e resultados de análises realizadas.Requisitos e habilidades que buscamos:Experiência Profissional em Ciência de Dados, Análise de Dados ou áreas afins.Experiência com linguagens de programação como Python, R ou Scala.Experiência com bibliotecas de ciência de dados (como Pandas, NumPy, Scikit-learn).Habilidade em criar visualizações de dados eficazes usando ferramentas como Tableau, Power BI ou bibliotecas de visualização em Python (Matplotlib, Seaborn).Experiência com bancos de dados relacionais (SQL) e não relacionais (NoSQL), além de conhecimento em otimização de consultas.Capacidade de identificar problemas complexos e desenvolver soluções baseadas em dados.Habilidade em comunicar resultados e insights de forma clara e eficaz para públicos não técnicos.Experiência em colaborar com equipes multidisciplinares, incluindo engenheiros de dados, analistas de negócios e stakeholders.DiferenciaisInglês intermediárioEspanhol básicoO que oferecemos:Acesse go.ey.com/beneficios e conheça nosso universo debenefícios.Na EY, você se desenvolve com habilidades voltadas para o futuro e se abastece de experiências de classe mundial. Nós capacitaremos você em um ambiente flexível e potencializaremos seus talentos extraordinários em uma cultura diversa e inclusiva, com equipes globalmente conectadas.Pelo 4o ano consecutivo, a EY está na lista do Great Place to Work como uma das melhores empresa para se trabalhar, com destaque para as categorias de diversidade. Você poderá fazer parte de nossos programas e grupos que, juntos a inúmeras iniciativas internas, apoiam nossa constante busca pela equidade.Você gostaria de moldar seu futuro com confiança? Inscreva-se hoje!Saiba mais sobre como é trabalhar na EY:Carreiras na EY LinkedIn @EY Instagram @eybrasilcarreirasShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4371597197,2026-03-03
Cientista de Dados Júnior - Engajamento e Rentabilização de Cliente PJ (Vaga afirmativa para Mulheres),Itaú Unibanco,"São Paulo, São Paulo, Brazil",2 weeks ago,"O Itaú é a marca mais valiosa do Brasil, a melhor empresa para trabalhar segundo o Great Place to Work e o maior banco da América Latina. Nós impactamos diariamente mais de 98 milhões de clientes em 18 países.Somos feitos de pessoas e acreditamos que ter um time com pluralidade de origens, culturas, crenças, experiências, raças, deficiências, gêneros, orientações afetivo-sexuais e gerações ampliam as perspectivas e contribuem para um clima de respeito e valorização das diferenças.Estamos buscando uma pessoa para a posição de Cientista de Dados Júnior, que queira se desenvolver e aprender, compartilhar, colaborar e inovar, entregando valor para todos os nossos clientes.Estamos criando uma disrupção no modelo de atendimento a PMEs (Pequenas e Médias Empresas) com produtos de IA Generativa e precisamos de um talento nessa área para nos ajudar a evoluir produtos de grande sucesso e criar outros que vão impactar diretamente o negcio.Nessa Função Você VaiMergulhar a fundo no negócio para entender as jornadas e dores do usuárioEvoluir e criar grafos de multiagentes conectando com a nossa arquiteturaExperimentar e propor novas features baseadas em GenAIFormação: Superior Completo - Ciência Da Computação , Superior Completo - Análise De Sistemas , Superior Completo - Engenharia , Superior Completo - Estatística Superior Completo - MatemáticaCompetências Técnicas: sql , Frames de GenIA: langchain, langgraph etc, Python,Prompt EngineeringAo se tornar um ituber você tem_Vale-TransporteVale-Refeição (Restaurantes) / Vale-Alimentação (Supermercados)Plano médico (Fundação Saúde Itaú ou Central Nacional Unimed)Plano odontológico (Odontoprev ou Interodonto)Seguro de VidaPLR – Participação nos Lucros e Resultados (Mediante resultados do banco)Previdência privadaDescontos exclusivos em nossos produtos financeirosLicença maternidade e paternidade estendidaAuxílio Creche / Babá (para papais e mamães)Incentivo a estudosWellhub ou TotalPassAcesso aos Clubes de Lazer Itaú (Guarapiranga / Itanhaém e São Sebastião)+ Algumas vantagens que você pode conhecer durante o processo 😊Conheça mais sobre nossa cultura: https://www.itau.com.br/relacoes-com-investidores/noticias/cultura-itubers-e-nosso-novo-conjunto-de-valores/Estimulamos candidaturas de pessoas com deficiência em todas as nossas posições, sendo assim, sinta-se à vontade para se candidatar em vagas sinalizadas como exclusivas ou não para pessoas com deficiência. Somos comprometidos com a inclusão e valorizamos a diversidade.#VemProItaú #VemSerItuberShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4371287005,2026-03-03
CIENTISTA DE DADOS PL - 14178,Marketdata,"São Paulo, São Paulo, Brazil",1 week ago,"AMarketdata&Matché a união de duas líderes em Customer Experience e Marketing Automation, formando uma das maiores potências do setor na América Latina. Atuamos com excelência em dados, tecnologia e marketing, implementando e operando plataformas como Salesforce Marketing Cloud. Unimos inteligência analítica, personalização e performance para impulsionar estratégias de CRM e Customer Experience.Integramos uma equipe multidisciplinar e uma metodologia orientada a resultados, entregando soluções que fortalecem o relacionamento entre marcas e consumidores e promovem experiências relevantes, mensuráveis e escaláveis. Somos reconhecidos comoParceira do Ano no ecossistema Salesforce, e integramos o maior hub de Martech e CX da América Latina, entregando excelência em toda a jornada de consumo.Aqui, dados não são apenas números — são direcionamento estratégico. Você vai conectar dados ao negócio e transformar informação em decisões concretas. Seu papel será provocar discussões, estruturar hipóteses, desenvolver análises profundas e criar modelos preditivos que realmente impactem resultados. Mais do que gerar relatórios, você irá interpretar cenários, identificar oportunidades, mensurar campanhas com rigor e construir sistemas de acompanhamento que elevem o nível das decisões.Se você gosta de questionar, investigar, modelar e influenciar com dados — esse desafio é para você.Desafios e AtividadesElo Analítico: Atuar como o braço de inteligência da squad, contribuindo com a geração de insights para orientar os trabalhos.Planejamento Estratégico: Discutir demandas com a gestão e participar ativamente no planejamento das atividades de Analytics que alimentam a squad.Modelagem e Investigação: Desenvolver análises de dados, estudos investigativos e modelos preditivos, aplicando senso crítico apurado aos resultados obtidos.Visão de Negócio: Interpretar os resultados das análises sob a perspectiva estratégica e gerar relatórios, dashboards e materiais executivos de alto impacto.Mensuração: Criar sistemas de acompanhamento de resultados e métodos robustos para mensuração de campanhas.Governança: Manter uma documentação organizada de todas as etapas de trabalho durante a elaboração das análises e modelos.Para Assumir Esse Desafio, Você Precisa TerEstatística e Modelagem: Experiência sólida em modelagem estatística, com foco em segmentação e modelos de propensão.Conhecimento de Marketing: Familiaridade com métodos de mensuração de campanhas e métricas de performance.Programação: Domínio de R ou Python para execução e automação de modelos.Manipulação de Dados: SQL Avançado para extração e tratamento de grandes volumes de informação.Idiomas: Fluência em inglês (essencial para colaboração e documentação).Ferramentas de Apoio: Domínio de Excel e PowerPoint para análises rápidas e apresentações executivas.Formato De AtuaçãoModelo híbrido, com atuação presencial média de 2x por semana na região da Vila Leopoldina (São Paulo).Como atuamos diretamente com diferentes clientes, pode haver necessidade de presença adicional de acordo com o projeto ou demanda. Buscamos profissionais com flexibilidade.O Que OferecemosAuxílio Educacional (inglês, espanhol, graduação e pós-graduação)Plataforma exclusiva de IA + Academia própria de formação em Inteligência ArtificialMarketdata Academy (Treinamentos mensais à disposição dos colaboradores)Parcerias com diversas instituições de ensinoPLR e Happy Day (day off no dia do aniversário)Assistência Médica e OdontológicaAuxílio home office*Programa interno de orientação psicológica, financeira e jurídicaTotalPass e Ginástica LaboralVale Refeição e/ou Alimentação (inclusive no mês das férias)Vale Transporte (opcional)Seguro de Vida e Banco de HorasLicença Maternidade/Paternidade Estendidos e Auxílio CrecheConvênio com CinemarkNa VML, estamos comprometidos em promover um ambiente de trabalho totalmente inclusivo que seja gratificante e que impulsione a carreira. Acreditamos na criação de um ambiente de trabalho dinâmico que valorize a diversidade e a inclusão e nos esforçamos para recrutar uma lista diversificada de candidatos para nos ajudar a atingir esse objetivo. Teremos o prazer de fornecer adaptações razoáveis a pessoas com deficiência que precisem de uma adaptação para usar ou acessar o site de carreiras da VML ou para participar plenamente do processo de candidatura. Caso necessite de uma adaptação para concluir a sua candidatura ou outro aspeto do nosso processo de recrutamento devido a uma deficiência, entre em contato com o nosso departamento de Recursos Humanos ou envie um e-mail para (contato de RH) para solicitar uma adaptação.Ao clicar em ""Enviar Candidatura"", as informações que você inserir abaixo serão encaminhadas para a VML. Recomendamos que, antes de prosseguir, você consulte a nossa Política de Privacidade de Recrutamento. Residentes da Califórnia devem consultar o nosso Aviso de Privacidade de Recrutamento da Califórnia. Nestes documentos, explicamos como tratamos os seus dados pessoais no âmbito do processo de candidatura, bem como a forma como poderá atualizar ou remover as informações que nos forneceu.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4376802611,2026-03-03
