title,company,location,posted,description,applicants,work_mode,link,data_coleta
Data Scientist [All Levels],Nubank,"São Paulo, São Paulo, Brazil",2 weeks ago,"About UsNu was born in 2013 with the mission to fight complexity to empower people in their daily lives by reinventing financial services. We are one of the world’s largest digital banking platforms, serving millions of customers across Brazil, Mexico, and Colombia. For more information, visit our institutional page https://international.nubank.com.br/careers/Data Science at NubankData Science is essential to every part of the business at Nubank, since Day 1. Most areas of the company use data science to some extent. Data Scientists are responsible for translating business needs into models and other types of data-driven solutions.As a Data Scientist, you’re expected toInteract with other team members to understand how to best apply data science and artificial intelligence to Nubank’s problems;Investigate problems and discover insights through exploratory data analysis and other quantitative methods;Have great numerical and analytical literacy, including knowledge of statistics and linear algebra as needed;Work on multiple stages of the ML model lifecycle–from ideation to training and steady-state operation;Work across multiple types of models, algorithms and learning paradigms;Communicate technical points, decisions and tradeoffs to peers and stakeholders;Our ideal candidateHas experience working with ML models in a production environment;Understands possible pitfalls and tradeoffs when applying ML to real-word, sometimes messy problems;Is familiar with the technical aspects of learning theory and algorithms and is able to discuss details if needed;Has experience working with the Python scientific stack (Numpy, Pandas, Scipy, Sklearn, Boosted Tree Libraries, etc);Has experience working with Tensor/Deep Learning libraries such as Tensorflow and Pytorch;Is able to connect analytical outcomes to business priorities and advise stakeholders on the best course of action;Has good communication skills and is able to convey technical topics and decision points to diverse audiences;Has experience writing general-purpose code using modern tools;Understands the implications of causality when applying ML to problems;Is up-to-date with recent developments in the area as a whole and is able to identify opportunities for improvement and innovation;Our BenefitsChance of earning equity at NubankFood/ Meal Card (Vale-Refeição and/or Vale Alimentação)Public Transportation Commuting Benefit (Vale-Transporte)NuCare – Psychological, Financial and Legal Assistance ProgramLife InsuranceMedical PlanDental PlanNuLanguage – Language Course ProgramNucleo - Our learning platform of coursesExtended Parental LeaveDaycare AllowanceParental ConsultancyWork-from-home AllowanceGym Partnerships30 days of paid vacationWork Model for this RoleHybrid 2-3 times/week:Our hybrid work model brings us to the office at least twice a week, on strategic days designed to maximize team connection and collaboration. For more details, visit https://building.nubank.com/nu-hybrid-work-model/Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4364197061,2026-03-06
Data Scientist I,Banco Bradesco,"Osasco, São Paulo, Brazil",3 days ago,"Sobre o BradescoO Bradesco é um dos maiores grupos financeiros do Brasil, com uma história marcada pelo pioneirismo e inovação. Por meio da nossa carteira amplamente diversificada de produtos financeiros, serviços bancários e de seguros contribuímos com a realização das pessoas e o crescimento sustentável de empresas e sociedade. Venha fazer parte do nosso ecossistema financeiro e impactar a experiência de milhões de pessoas!No Bradesco valorizamos a diversidade em todas as suas formas. Por isso, as nossas vagas são abertas a todas as pessoas, independentemente de gênero, raça, orientação sexual, deficiência, idade ou qualquer outra característica.Saiba mais em https://banco.bradesco/html/classic/sobre/index.shtmResponsabilidades e atribuiçõesO que é o nosso time de Cobrança e Recuperação de Créditos (DRC)?Temos como missão garantir a aplicação da Política de Cobrança e Recuperação de Créditos, estabelecendo um processo estruturado para cobrança dos vencidos, gestão de alçadas, regras e limites de descontos nas regularizações de dívidas, atribuição de responsabilidade e de delegação de autoridade, segregando funções e assegurando a existência de controles efetivos que permitam o cumprimento das diretrizes da Organização.Modelo de trabalho : Híbrido - 2x PresencialUnidade: Osasco/SPComo será seu dia a dia?Sendo Data Scientist I - Precificação e Cobrança, atuará na gerência Varejo PJ - Estratégia de Precificação e suas principais atividades serão:Identificar dados de fontes primárias ou secundárias necessários para a análise de oportunidades em redução de inadimplência;Determinar os dados necessários para coleta e inclusão no BI, encontrando as melhores formas de organizar e armazenar as informações de renegociações;Atuar na análise das curvas de inadimplência, reunindo informações pertinentes, organizando-as de forma lógica e funcional;Analisar e identificar oportunidades nas réguas de cobrança do PJ, políticas de renegociação e comissão para terceiros;Gerar e analisar resultados usando técnicas estatísticas e fornecendo relatórios de progresso, seja de impactos regulatórios ou ainda de análise de desempenho (qualidade e produtividade);Identificar, analisar e interpretar os dados de forma a extrair padrões e tendências, torná-los visíveis e compreensíveis, apontar caminhos e soluções para eventuais problemas, entre outros.Requisitos e QualificaçõesO que você precisa ter ou saber?Superior Completo em áreas de exatas, tecnologia ou similares;Conhecimentos em SAS, SQL e Python;Conhecimentos em Databricks;Conhecimentos intermediários nas ferramentas de BI (Tableau, Looker, PowerBI).Será um diferencial se você tiver:Conhecer clusterização e estratégia de Preço / Cobrança.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4380169346,2026-03-06
Data Science - Analytics & Machine Learning,Mercado Livre Brasil,Greater São Paulo Area,3 days ago,"ComoData Science - Analytics & Machine Learningno Mercado Livre, você projetará e escalará sistemas inovadores e seguros que resolvem problemas reais e de alto impacto. Trabalhará em um ambiente dinâmico com tecnologia de ponta, aplicando boas práticas de engenharia, modelos próprios de IA e aprendizado contínuo, com o propósito de democratizar o comércio eletrônico e os serviços financeiros na América Latina.Imagine-se empreendendo projetos desafiadores, dinâmicos e inovadores esendo responsável por:Realizar análises exploratórias e gerar insights acionáveis para suporte à tomada de decisão.Desenvolver, validar e implementar modelos estatísticos e de Machine Learning.Preparar e estruturar dados, realizar tratamento, transformação e feature engineering.Definir, acompanhar e analisar métricas e KPIs de performance.Apoiar o desenho e a análise de experimentos, incluindo testes A/B.Documentar processos, garantir boas práticas de versionamento e monitoramento e colaborar com times multidisciplinares (Dados, Engenharia, Produto e Negócio).O que buscamos em você?Dominar Python e possuir sólidos conhecimentos em SQL.Possuir experiência com bibliotecas de Machine Learning (scikit-learn, XGBoost, TensorFlow ou similares) e aplicar estatística e modelagem preditiva.Utilizar Git e atuar em ambientes em nuvem, possuir conhecimento em MLOps e deploy de modelos como diferencial.Demonstrar experiência com modelos de linguagem (LLMs), aplicar técnicas de prompt engineering, utilizar APIs de IA generativa e compreender conceitos de IA Agêntica, incluindo orquestração de agentes e automação baseada em LLMs.Você se anima a deixar sua marca na tecnologia da América Latina?Candidate-se e junte-se ao nosso propósito!Modalidade de trabalho híbrida. Escritório Melicidade (São Paulo).Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4378108155,2026-03-06
Cientista de Dados Pleno,Itaú Unibanco,"São Paulo, São Paulo, Brazil",3 days ago,"Vem ser Ituber & vem fazer ItaúO Itaú é a marca mais valiosa do Brasil, a melhor empresa para trabalhar segundo o Great Place to Work e o maior banco da América Latina. Nós impactamos diariamente mais de 98 milhões de clientes em 18 países.Somos feitos de pessoas e acreditamos que ter um time com pluralidade de origens, culturas, crenças, experiências, raças, deficiências, gêneros, orientações afetivo-sexuais e gerações ampliam as perspectivas e contribuem para um clima de respeito e valorização das diferenças.Na IGA, você estará em um ambiente dinâmico, contribuindo para a construção da rentabilidade não apenas do Itaú, mas também de clientes que passaram a contratar a IGA para apoiar seus projetos.A gerência atua em dois pilares principais:Dados: Desenvolvimento de soluções baseadas em Machine Learning (ML) e Generative AI (GenAI) para resolver dores ou desbloquear potenciais de áreas e produtos.Sourcing: Mapeamento de oportunidades e projetos voltados à redução de despesas por meio de dados, com foco em otimizações e ML.O ambiente é repleto de desafios e oportunidades, com dados como pilar fundamental para impulsionar o futuro da IGA.Estamos buscando uma pessoa para a posição deCientista de Dados Pleno, que queira se desenvolver e aprender, compartilhar, colaborar e inovar, entregando valor para todos os nossos clientes.Internamente, o profissional terá uma atuação transversal na IGA, podendo participar de projetos em diferentes frentes:Ativos: Modelos para avaliação de imóveis (vendas diretas e de imóveis retomados), além de precificação de veículos pesados e leves.Comercial: Modelos de propensão, identificação de potenciais e construção de pitches com LLMs.Produtos Digitais: Iniciativas como o Nosso Mercado IGA (modelos de recomendação, buscadores semânticos e growth), Inotas (GenAI estruturante) e soluções para viagens.Produtos: Projetos de Sourcing (redução de despesas por meio de compras) e Gráfica (modelagem de personas).Além disso, você irá:Atuar através dos dados para mapeamento e melhoria de processosIrá participar do discovery técnico e de negócio para aprimorar produtos digitaisConstruirá agentes de Machine Learning e GenAINo que você precisa mandar bem?Experiência prática com PythonConhecimento de consultas de banco de dados com SQLVivência com serviços de big data da AWS (Athena, Sagemaker, Glue)Familiaridadedesejávelcom IA Generativa (GenAI)Conhecimento em tipos de modelagem de dados (clusterização, regressão, categorização, etc)Ao se tornar um ituber você tem_Vale-TransporteVale-Refeição (Restaurantes) / Vale-Alimentação (Supermercados)Plano médico (Fundação Saúde ItaúouCentral Nacional Unimed)Plano odontológico (OdontoprevouInterodonto)Seguro de VidaPLR – Participação nos Lucros e Resultados (Mediante resultados do banco)Previdência privadaDescontos exclusivos em nossos produtos financeirosLicença maternidade e paternidade estendidaAuxílio Creche / Babá (para papais e mamães)Incentivo a estudosWellhub ou TotalPassAcesso aos Clubes de Lazer Itaú (Guarapiranga / Itanhaém e São Sebastião)+ Algumas vantagens que você pode conhecer durante o processo 😊Conheça mais sobre nossa cultura: https://www.itau.com.br/relacoes-com-investidores/noticias/cultura-itubers-e-nosso-novo-conjunto-de-valores/*Estimulamos candidaturas de pessoas com deficiência em todas as nossas posições, sendo assim, sinta-se à vontade para se candidatar em vagas sinalizadas como exclusivas ou não para pessoas com deficiência. Somos comprometidos com a inclusão e valorizamos a diversidade.#VemProItaú #VemSerItuberShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4377760456,2026-03-06
Data Scientist (AI Deployment),Braze,"São Paulo, São Paulo, Brazil",3 days ago,"At Braze, we have found our people. We’re a genuinely approachable, exceptionally kind, and intensely passionate crew.We seek to ignite that passion by setting high standards, championing teamwork, and creating work-life harmony as we collectively navigate rapid growth on a global scale while striving for greater equity and opportunity – inside and outside our organization.To flourish here, you must be prepared to set a high bar for yourself and those around you. There is always a way to contribute: Acting with autonomy, having accountability and being open to new perspectives are essential to our continued success.Our deep curiosity to learn and our eagerness to share diverse passions with others gives us balance and injects a one-of-a-kind vibrancy into our culture.If you are driven to solve exhilarating challenges and have a bias toward action in the face of change, you will be empowered to make a real impact here, with a sharp and passionate team at your back. If Braze sounds like a place where you can thrive, we can’t wait to meet you.What You'll DoAs our customer base continues to grow with the excitement around BrazeAI, we’re expanding our team! Join our Forward-Deployed Data Scientist group of creative technical experts who partner with customers to ensure their success. In this role, you will:Collaborate with customer Analytics/BI teams and Braze colleagues on implementations, including use case definition, data integration, pipeline setup, and ML model configurationExtend product capabilities by improving architecture and developing reusable data pipelines, APIs, and componentsWork closely with the RL pipeline development team to refine and advance our reinforcement learning (self-learning) algorithmsContribute to shaping BrazeAI product strategy and roadmap through customer-facing insights and technical expertiseProvide ongoing technical expertise to ensure successful adoption, measurable outcomes, and long-term customer successWho You AreEducation: Bachelor’s degree in Computer Science, Data Science, Mathematics, Engineering, or a related field required; Master’s or PhD in a relevant technical discipline preferredExperience: 3–5+ years of hands-on experience as a Data Scientist, Machine Learning Engineer, or similar role working with large-scale data and production environments. Experience in customer-facing or consulting roles is strongly preferredStrong technical expertise: proficient in Python (Pandas) and core ML libraries (TensorFlow, Keras, scikit-learn, CatBoost, XGBoost). Skilled in SQL for querying/manipulating datasets, with experience in machine learning pipelines and model deploymentEngineering best practices: you write well-structured, modular, documented code; follow strong development practices (Git, CI/CD, testing frameworks, type-hinting, code reviews); and can build scalable, maintainable solutionsNice-to-have skills: experience with DevOps tools (Airflow, Kubernetes, Terraform, GCP), data integration/ETL and pipeline optimization, or reinforcement learning algorithmsCustomer collaborator: comfortable working directly with clients and cross-functional teams, aligning stakeholders, and translating technical concepts into clear business valueEntrepreneurial problem-solver: you identify opportunities and risks early, troubleshoot obstacles, and drive creative solutionsContinuous learner: you stay current with industry trends, explore new tools/technologies, and thrive in environments that push you to growClear communicator: able to explain complex technical ideas persuasively to both technical and non-technical audiencesWhat We OfferBraze benefits vary by location, and we encourage you to review our specific benefits offerings for each country here . More details on benefits plans will be provided if you receive an offer of employment.BenefitsFrom offering comprehensive benefits to fostering hybrid ways of working, we’ve got you covered so you can prioritize work-life harmony. Braze offers benefits such as:Competitive compensation that may include equityRetirement and Employee Stock Purchase PlansFlexible paid time offComprehensive benefit plans covering medical, dental, vision, life, and disabilityFamily services that include fertility benefits and equal paid parental leaveProfessional development supported by formal career pathing, learning platforms, and a yearly learning stipendA curated in-office employee experience, designed to foster community, team connections, and innovationOpportunities to give back to your community, including an annual company-wide Volunteer Week and donation matchingEmployee Resource Groups that provide supportive communities within BrazeCollaborative, transparent, and fun culture recognized as a Great Place to Work®About BrazeBraze is the leading customer engagement platform that empowers brands to Be Absolutely Engaging.™ Braze helps brands deliver great customer experiences that drive value both for consumers and for their businesses. Built on a foundation of composable intelligence, BrazeAI™ allows marketers to combine and activate AI agents, models, and features at every touchpoint throughout the Braze Customer Engagement Platform for smarter, faster, and more meaningful customer engagement. From cross-channel messaging and journey orchestration to Al-powered decisioning and optimization, Braze enables companies to turn action into interaction through autonomous, 1:1 personalized experiences.The company has repeatedly been recognized as a Leader in marketing technology by industry analysts, and was voted a G2 “Best of Marketing and Digital Advertising Software Product” in 2025.Braze was also named a 2025 Best Companies To Work For by U.S. News & World Report, a 2025 America’s Greatest Companies by Newsweek, and a 2025 Fortune Best Workplace in Technology™ by Great Place To Work®, among other accolades. Braze is also proudly certified as a Great Place to Work® in the U.S., the UK, Australia, and Singapore.The company is headquartered in New York with offices in Austin, Berlin, Bucharest, Chicago, Dubai, Jakarta, London, Paris, San Francisco, São Paulo, Singapore, Seoul, Sydney and Tokyo.BRAZE IS AN EQUAL OPPORTUNITY EMPLOYERAt Braze, we strive to create equitable growth and opportunities inside and outside the organization.Building meaningful connections is at the heart of everything we do, and that includes our recruiting practices. We're committed to offering all candidates a fair, accessible, and inclusive experience – regardless of age, color, disability, gender identity, marital status, maternity, national origin, pregnancy, race, religion, sex, sexual orientation, or status as a protected veteran. When applying and interviewing with Braze, we want you to feel comfortable showcasing what makes you you .We know that sometimes different circumstances can lead talented people to hesitate to apply for a role unless they meet 100% of the criteria. If this sounds familiar, we encourage you to apply, as we’d love to meet you.Please see our Candidate Privacy Policy for more information on how Braze processes your personal information during the recruitment process and, if applicable based on your location, how you can exercise any privacy rights.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4379978418,2026-03-06
Cientista de Dados Junior/Pleno,EY,"São Paulo, São Paulo, Brazil",3 weeks ago,"Na EY, estamos comprometidos em moldar seu futuro com confiança.Nós ajudaremos você a ter sucesso em um ambiente globalmente conectado, repleto de equipes diversas, e a levar sua carreira para onde você desejar.Venha para EY e ajude-nos a construir um mundo de negócios melhor.Oportunidade disponível em modelo presencial (com flexibilidade) nos escritórios da EY em São Paulo e Rio de Janeiro.Você assumirá as seguintes responsabilidades:Foco em aprendizado e desenvolvimento de habilidades em ciência de dados.Auxiliar na coleta, limpeza e preparação de dados para análise.Realizar análises exploratórias de dados sob supervisão, identificando padrões e tendências iniciais.Apoiar na construção de visualizações de dados simples para relatórios e apresentações.Colaborar com membros da equipe em projetos de ciência de dados, aprendendo as melhores práticas e metodologias.Participar de reuniões de equipe e contribuir com ideias e feedback. Documentar processos e resultados de análises realizadas.Requisitos e habilidades que buscamos:Experiência Profissional em Ciência de Dados, Análise de Dados ou áreas afins.Experiência com linguagens de programação como Python, R ou Scala.Experiência com bibliotecas de ciência de dados (como Pandas, NumPy, Scikit-learn).Habilidade em criar visualizações de dados eficazes usando ferramentas como Tableau, Power BI ou bibliotecas de visualização em Python (Matplotlib, Seaborn).Experiência com bancos de dados relacionais (SQL) e não relacionais (NoSQL), além de conhecimento em otimização de consultas.Capacidade de identificar problemas complexos e desenvolver soluções baseadas em dados.Habilidade em comunicar resultados e insights de forma clara e eficaz para públicos não técnicos.Experiência em colaborar com equipes multidisciplinares, incluindo engenheiros de dados, analistas de negócios e stakeholders.DiferenciaisInglês intermediárioEspanhol básicoO que oferecemos:Acesse go.ey.com/beneficios e conheça nosso universo debenefícios.Na EY, você se desenvolve com habilidades voltadas para o futuro e se abastece de experiências de classe mundial. Nós capacitaremos você em um ambiente flexível e potencializaremos seus talentos extraordinários em uma cultura diversa e inclusiva, com equipes globalmente conectadas.Pelo 4o ano consecutivo, a EY está na lista do Great Place to Work como uma das melhores empresa para se trabalhar, com destaque para as categorias de diversidade. Você poderá fazer parte de nossos programas e grupos que, juntos a inúmeras iniciativas internas, apoiam nossa constante busca pela equidade.Você gostaria de moldar seu futuro com confiança? Inscreva-se hoje!Saiba mais sobre como é trabalhar na EY:Carreiras na EY LinkedIn @EY Instagram @eybrasilcarreirasShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4371597197,2026-03-06
Cientista de Dados Júnior - Engajamento e Rentabilização de Cliente PJ (Vaga afirmativa para Mulheres),Itaú Unibanco,"São Paulo, São Paulo, Brazil",1 day ago,"O Itaú é a marca mais valiosa do Brasil, a melhor empresa para trabalhar segundo o Great Place to Work e o maior banco da América Latina. Nós impactamos diariamente mais de 98 milhões de clientes em 18 países.Somos feitos de pessoas e acreditamos que ter um time com pluralidade de origens, culturas, crenças, experiências, raças, deficiências, gêneros, orientações afetivo-sexuais e gerações ampliam as perspectivas e contribuem para um clima de respeito e valorização das diferenças.Estamos buscando uma pessoa para a posição de Cientista de Dados Júnior, que queira se desenvolver e aprender, compartilhar, colaborar e inovar, entregando valor para todos os nossos clientes.Estamos criando uma disrupção no modelo de atendimento a PMEs (Pequenas e Médias Empresas) com produtos de IA Generativa e precisamos de um talento nessa área para nos ajudar a evoluir produtos de grande sucesso e criar outros que vão impactar diretamente o negcio.Nessa Função Você VaiMergulhar a fundo no negócio para entender as jornadas e dores do usuárioEvoluir e criar grafos de multiagentes conectando com a nossa arquiteturaExperimentar e propor novas features baseadas em GenAIFormação: Superior Completo - Ciência Da Computação , Superior Completo - Análise De Sistemas , Superior Completo - Engenharia , Superior Completo - Estatística Superior Completo - MatemáticaCompetências Técnicas: sql , Frames de GenIA: langchain, langgraph etc, Python,Prompt EngineeringAo se tornar um ituber você tem_Vale-TransporteVale-Refeição (Restaurantes) / Vale-Alimentação (Supermercados)Plano médico (Fundação Saúde Itaú ou Central Nacional Unimed)Plano odontológico (Odontoprev ou Interodonto)Seguro de VidaPLR – Participação nos Lucros e Resultados (Mediante resultados do banco)Previdência privadaDescontos exclusivos em nossos produtos financeirosLicença maternidade e paternidade estendidaAuxílio Creche / Babá (para papais e mamães)Incentivo a estudosWellhub ou TotalPassAcesso aos Clubes de Lazer Itaú (Guarapiranga / Itanhaém e São Sebastião)+ Algumas vantagens que você pode conhecer durante o processo 😊Conheça mais sobre nossa cultura: https://www.itau.com.br/relacoes-com-investidores/noticias/cultura-itubers-e-nosso-novo-conjunto-de-valores/Estimulamos candidaturas de pessoas com deficiência em todas as nossas posições, sendo assim, sinta-se à vontade para se candidatar em vagas sinalizadas como exclusivas ou não para pessoas com deficiência. Somos comprometidos com a inclusão e valorizamos a diversidade.#VemProItaú #VemSerItuberShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4371287005,2026-03-06
Desenvolvedor(a) Júnior,Porto,"São Paulo, São Paulo, Brazil",3 days ago,"Descrição da vagaBuscamos um(a) Desenvolvedor(a) Junior, proativo(a) e com grande disposição para aprender, para integrar nossa equipe e contribuir diretamente para o desenvolvimento e a manutenção de sistemas.Responsabilidades e atribuiçõesEstimar o esforço necessário para desenvolvimento dos cards / tasks que serão desenvolvidasDesenvolver o código necessário para implementar funcionalidades do backlog do produto, seguindo priorização do backlog e comunicando eventuais dificuldades/impedimentosResponsável pela qualidade do código desenvolvido, adequação ao critério de aceite, manutenção e melhoria continuaResponsável pela manutenção daquilo que constrói (conceito Build and Run)Zelar pela qualidade do código desenvolvido, adequação ao critério de aceite, manutenção e melhoria continuaRequisitos e qualificaçõesEnsino superior completo ou em andamento em Ciência da Computação, Engenharia de Software, Sistemas de Informação ou áreas correlatas;Boas práticas de programação, como refatoração, testes unitários e documentação.Conhecimento básico em desenvolvimento fullstackExperiência com Java (pelo menos conhecimento em desenvolvimento de aplicações simples utilizando a linguagem).Conhecimento em HTML, CSS e JavaScript.Conhecimento básico de frameworks e bibliotecas JavaScript como React ou Angular.Experiência com SQL e bancos de dados relacionais (MySQL, PostgreSQL, etc.).Familiaridade com frameworks Spring Boot para desenvolvimento de back-end em Java.Conhecimento CI/CD (Integração Contínua/Entrega Contínua).Conhecimento em controle de versão utilizando Git.Familiaridade com metodologias ágeis (Scrum, Kanban).Conhecimento de ferramentas de desenvolvimento colaborativo como GitHub ou GitLab.Informações adicionaisVale Alimentação e Refeição Flexíveis;Plano de Saúde;Plano Odontológico;Wellhub e TotalPass;Academia Bio Ritmo exclusiva para Colaboradores: no Complexo Matriz;Participação nos Lucros - PLR;Programa de Ações: Porto em Ação: complementar à PLR até 2025;Quadras de Areia e Poliesportiva: no Complexo Matriz;Vale-Transporte;Serviços de Transporte de Vans; disponibilizadas nas principais estações de acesso à Porto (Luz, Barra Funda, Santa Cecília e Júlio Prestes);Licença Parental Estendida: até 40 dias para todas as configurações familiares;Licença Maternidade Estendida de 6 meses.;Ambulatório Médico com Especialidades: no Complexo Matriz e Barra Funda;Auxílio creche ou babá;Seguro de Vida;Previdência Privada - PortoPrev;Desconto em Produtos e Serviços;Bolsa de estudos: Reembolso para graduação, pós ou MBA;Corridas mensais: subsídio para as principais corridas de ruas de São PauloReembolso para idiomas (inglês ou espanhol);Teatro Porto: sessões exclusivas para Colaboradores;Biblioteca;Sala de descanso: no completo MatrizSalão de jogos: no complexo MatrizServiços de massagem e podologia: no completo MatrizLocal de trabalho: Local (Atuamos com modelos híbridos, que serão explorados no processo seletivo);Na Porto, Você Importa!A Porto é muito mais que uma seguradora: é um ecossistema gigante que utiliza tecnologia para criar soluções, através de quatro verticais de negócio:Porto Bank, Porto Saúde, Porto Seguro e Porto Serviço.A reputação e o reconhecimento conquistados ao longo de mais de 7 décadas reforçam o tamanho da Porto, uma empresa referência em negócios, feita para e por pessoas.Aqui, bate no peito de 13 mil colaboradores oorgulho de fazer parte de uma organização sólida e ética,que transforma sonhos em realidades fantásticaspara os nossos mais de 15,8 milhões de clientes. São mais de 101 sucursais e escritórios regionais em todo o Brasil.O aprendizado faz parte do nosso DNA, e aqui, você teráincentivos, ferramentas e gente boa para você aprender e crescer, a cada dia,um ambiente de acolhimento e segurança, onde cada um possa ser e se orgulhar de quem se é, promovendo um espaço de respeito evivendo de forma integral e com bem-estar, em uma empresa genuinamente humana.DIVERSIDADE & INCLUSÃO NA PORTOAqui na Porto, valorizamos a diversidade e acreditamos que um time plural é imprescindível para o desenvolvimento de todo o nosso negócio, da sociedade, e de cada pessoa, pois entendemos que cada indivíduo é único na construção de um ambiente mais inovador e inclusivo. Juntos, trabalhamos diariamente para construirmos um espaço seguro, livre e acolhedor, com mais pluralidade e respeito. Por isso,incentivamos fortemente a inscrição de mulheres, de pessoas negras e indígenas, de pessoas com deficiência e de pessoas LGBTQIA+em todas as nossas vagas.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4378842918,2026-03-06
Analista Desenvolvimento Analítico,Biolab Sanus Farmacêutica,"Itapecerica da Serra, São Paulo, Brazil",4 days ago,"Somos uma empresa brasileira, com presença internacional, que traz a inovação em seu DNA! Na Biolab, acreditamos que equipes diversas constroem resultados mais sólidos e transformadores.Valorizamos a inclusão e a diversidade em todas as nossas posições. Por isso, incentivamos a candidatura de pessoas com deficiência e de todas as identidades, histórias e origens.No time de Desenvolvimento Analítico, você será responsável por desenvolver e validar metodologias analíticas para produto acabado, matérias-primas, limpeza e processo. Atuará na execução de estudos de estabilidade, avaliação de perfis de dissolução e qualificação de novos fornecedores de matérias-primas. Também dará suporte técnico às demais áreas, garantindo a qualidade, conformidade regulatória e robustez dos processos analíticos.Que Esperamos De VocêGraduação completa em Farmácia ou QuímicaDisponibilidade para modelo 100% presencial (Itapecerica)Boa comunicação, Relacionamento interpessoal e capacidade para resolução de problemasConhecimento em Cromatografia Liquida e Gasosa, ICP (Desejável), BPL, RDC 31/10; RDC53/15; RDC 73/16; RDC 166/17; RDC 318/19Confira Abaixo As Principais Atividades Desta PosiçãoRealizar análises analíticas de validação em produtos e matérias-primas, conforme orientação de analistas plenos/sêniores e coordenação.Executar estudos de estabilidade (acelerada, longa duração, em uso e fotoestabilidade) para medicamentos, cosméticos e alimentos.Conduzir estudos de degradação forçada e perfis de dissolução, incluindo elaboração de protocolos e relatórios conforme RDC 31 e RDC 53 (Anvisa).Desenvolver, validar e transferir métodos analíticos para produtos, matérias-primas e limpeza.Elaborar e revisar documentos técnicos, como: certificados de análise, métodos analíticos, POPs, fichas de cálculo, protocolos e relatórios técnicos.Realizar análises estatísticas e de tendência de estudos de estabilidade.Preparar soluções, reagentes e materiais necessários para a rotina analítica.Gerenciar, incubar e monitorar amostras em câmaras de estabilidade.Apoiar a conferência, revisão e aprovação de protocolos e estudos de estabilidade.Investigar resultados fora de especificação (OOS) e fora de tendência (OOT), com suporte da liderança.Abrir, acompanhar e tratar desvios analíticos, CMs e RNCs, apoiando na implementação de ações corretivas.Apoiar processos de qualificação, calibração e aferição de equipamentos laboratoriais.Garantir a organização do laboratório, controle de validade de materiais e manutenção das condições adequadas de equipamentos e ambiente.Cumprir normas de qualidade, segurança, meio ambiente e boas práticas laboratoriais.Apoiar processos de compras, follow-up de reagentes, padrões e insumos, bem como lançamento e acompanhamento de notas fiscais no sistema.Prestar suporte técnico às áreas de desenvolvimento farmacotécnico e documentação técnica.Orientar analistas juniores, assistentes, auxiliares e estagiários na execução das atividades laboratoriais.Participar de inspeções e auditorias regulatórias junto à coordenação e gerência.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4377795729,2026-03-06
